"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"15.11.2011","1.487,84","1.484,30","1.504,85","1.454,11","","0,23%"
"14.11.2011","1.484,38","1.484,97","1.511,21","1.478,54","","-0,04%"
"11.11.2011","1.484,97","1.489,59","1.498,33","1.464,44","","-0,31%"
"10.11.2011","1.489,58","1.470,78","1.499,74","1.442,54","","1,28%"
"09.11.2011","1.470,80","1.520,93","1.534,63","1.462,36","","-3,29%"
"08.11.2011","1.520,88","1.521,01","1.535,88","1.512,21","","-0,01%"
"07.11.2011","1.521,01","1.501,20","1.522,19","1.486,45","","1,32%"
"03.11.2011","1.501,18","1.488,69","1.511,57","1.435,32","","0,83%"
"02.11.2011","1.488,86","1.456,29","1.490,49","1.455,90","","2,24%"
"01.11.2011","1.456,29","1.498,56","1.496,16","1.440,27","","-2,82%"
"31.10.2011","1.498,60","1.526,22","1.529,78","1.491,95","","-1,83%"
"28.10.2011","1.526,57","1.525,55","1.552,16","1.510,31","","0,07%"
"27.10.2011","1.525,52","1.499,81","1.550,02","1.503,12","","1,72%"
"26.10.2011","1.499,79","1.462,16","1.513,64","1.459,98","","2,57%"
"25.10.2011","1.462,17","1.482,81","1.483,79","1.446,20","","-1,39%"
"24.10.2011","1.482,81","1.447,63","1.483,87","1.450,06","","2,47%"
"21.10.2011","1.447,01","1.418,86","1.447,59","1.411,55","","1,98%"
"20.10.2011","1.418,85","1.420,20","1.425,74","1.390,85","","-0,12%"
"19.10.2011","1.420,50","1.425,30","1.435,39","1.403,34","","-0,33%"
"18.10.2011","1.425,24","1.403,05","1.426,71","1.380,84","","1,58%"
"17.10.2011","1.403,05","1.431,92","1.448,42","1.396,50","","-2,02%"
"14.10.2011","1.431,92","1.388,77","1.434,00","1.386,15","","3,11%"
"13.10.2011","1.388,77","1.396,50","1.413,55","1.381,03","","-0,55%"
"12.10.2011","1.396,51","1.364,06","1.398,19","1.354,93","","2,38%"
"11.10.2011","1.364,06","1.380,84","1.384,62","1.347,07","","-1,22%"
"10.10.2011","1.380,86","1.351,42","1.381,76","1.336,91","","2,18%"
"07.10.2011","1.351,42","1.318,31","1.361,23","1.321,87","","2,51%"
"06.10.2011","1.318,29","1.266,12","1.324,43","1.269,31","","4,16%"
"05.10.2011","1.265,67","1.268,00","1.303,49","1.247,84","","-0,17%"
"04.10.2011","1.267,77","1.344,66","1.350,63","1.242,75","","-5,72%"
"03.10.2011","1.344,66","1.366,45","1.364,93","1.315,98","","-1,60%"
"30.09.2011","1.366,54","1.407,71","1.409,92","1.341,50","","-2,92%"
"29.09.2011","1.407,71","1.377,85","1.419,77","1.363,46","","2,17%"
"28.09.2011","1.377,87","1.380,24","1.395,03","1.358,61","","-0,18%"
"27.09.2011","1.380,42","1.346,90","1.390,72","1.358,71","","2,49%"
"26.09.2011","1.346,86","1.327,19","1.376,26","1.279,23","","1,48%"
"23.09.2011","1.327,19","1.389,43","1.386,55","1.291,87","","-4,48%"
"22.09.2011","1.389,43","1.506,93","1.495,19","1.387,49","","-7,82%"
"21.09.2011","1.507,25","1.519,95","1.528,34","1.505,55","","-0,84%"
"20.09.2011","1.519,95","1.493,19","1.524,36","1.493,06","","1,79%"
"19.09.2011","1.493,19","1.511,48","1.509,25","1.486,04","","-1,21%"
"16.09.2011","1.511,50","1.525,28","1.542,44","1.506,60","","-0,90%"
"15.09.2011","1.525,28","1.504,92","1.552,04","1.504,92","","1,35%"
"14.09.2011","1.504,92","1.498,16","1.520,72","1.482,80","","0,45%"
"13.09.2011","1.498,16","1.493,18","1.514,91","1.476,69","","0,33%"
"12.09.2011","1.493,19","1.518,13","1.518,13","1.469,46","","-1,65%"
"09.09.2011","1.518,22","1.556,41","1.556,41","1.513,36","","-2,46%"
"08.09.2011","1.556,46","1.546,56","1.559,51","1.536,48","","0,64%"
"07.09.2011","1.546,52","1.499,70","1.550,93","1.499,70","","3,12%"
"06.09.2011","1.499,70","1.492,83","1.513,56","1.483,86","","0,46%"
"05.09.2011","1.492,83","1.515,83","1.513,73","1.486,56","","-1,52%"
"02.09.2011","1.515,89","1.549,62","1.546,72","1.510,12","","-2,30%"
"01.09.2011","1.551,58","1.546,05","1.553,83","1.518,42","","0,36%"
"31.08.2011","1.546,05","1.514,11","1.554,18","1.514,11","","2,11%"
"30.08.2011","1.514,10","1.512,35","1.524,93","1.500,14","","0,12%"
"29.08.2011","1.512,36","1.458,82","1.513,95","1.458,82","","3,67%"
"26.08.2011","1.458,84","1.442,54","1.458,91","1.427,31","","1,13%"
"25.08.2011","1.442,51","1.461,64","1.479,91","1.439,77","","-1,31%"
"24.08.2011","1.461,62","1.444,21","1.468,17","1.431,93","","1,21%"
"23.08.2011","1.444,11","1.444,00","1.469,02","1.422,33","","0,01%"
"22.08.2011","1.443,93","1.437,90","1.461,13","1.406,75","","0,36%"
"19.08.2011","1.438,74","1.452,82","1.452,82","1.387,97","","-0,97%"
"18.08.2011","1.452,83","1.509,02","1.509,02","1.429,82","","-3,73%"
"17.08.2011","1.509,19","1.481,19","1.515,81","1.464,81","","1,89%"
"16.08.2011","1.481,18","1.510,66","1.510,66","1.457,43","","-1,95%"
"15.08.2011","1.510,69","1.470,67","1.510,83","1.470,67","","2,73%"
"12.08.2011","1.470,56","1.438,93","1.488,17","1.423,90","","2,20%"
"11.08.2011","1.438,91","1.431,43","1.477,13","1.355,38","","0,52%"
"10.08.2011","1.431,41","1.497,86","1.530,93","1.423,30","","-4,43%"
"09.08.2011","1.497,81","1.499,14","1.515,97","1.386,89","","-0,13%"
"08.08.2011","1.499,79","1.586,95","1.586,95","1.495,05","","-5,50%"
"05.08.2011","1.587,00","1.620,51","1.620,51","1.553,54","","-2,08%"
"04.08.2011","1.620,68","1.655,36","1.670,44","1.619,50","","-2,10%"
"03.08.2011","1.655,36","1.712,91","1.712,91","1.650,73","","-3,38%"
"02.08.2011","1.713,25","1.725,11","1.725,11","1.705,74","","-0,69%"
"01.08.2011","1.725,10","1.705,22","1.741,72","1.705,22","","1,17%"
"29.07.2011","1.705,18","1.720,37","1.720,37","1.690,91","","-0,88%"
"28.07.2011","1.720,38","1.706,27","1.720,83","1.701,06","","0,83%"
"27.07.2011","1.706,28","1.722,12","1.728,45","1.705,10","","-0,92%"
"26.07.2011","1.722,11","1.726,93","1.733,67","1.715,14","","-0,28%"
"25.07.2011","1.726,93","1.728,82","1.728,23","1.706,57","","-0,11%"
"22.07.2011","1.728,84","1.729,01","1.735,46","1.720,92","","-0,01%"
"21.07.2011","1.729,00","1.701,48","1.729,00","1.685,24","","1,62%"
"20.07.2011","1.701,37","1.700,19","1.716,62","1.700,19","","0,07%"
"19.07.2011","1.700,13","1.687,71","1.702,44","1.687,71","","0,74%"
"18.07.2011","1.687,63","1.714,60","1.719,86","1.686,13","","-1,57%"
"15.07.2011","1.714,60","1.715,49","1.719,90","1.697,65","","-0,05%"
"14.07.2011","1.715,49","1.714,19","1.723,67","1.698,31","","0,08%"
"13.07.2011","1.714,19","1.705,92","1.714,51","1.691,11","","0,48%"
"12.07.2011","1.705,92","1.701,44","1.706,42","1.684,11","","0,26%"
"11.07.2011","1.701,48","1.724,57","1.725,08","1.699,07","","-1,34%"
"08.07.2011","1.724,57","1.740,47","1.748,30","1.717,79","","-0,92%"
"07.07.2011","1.740,53","1.705,43","1.741,59","1.705,43","","2,06%"
"06.07.2011","1.705,41","1.710,01","1.716,86","1.699,97","","-0,27%"
"05.07.2011","1.709,99","1.706,14","1.717,77","1.697,55","","0,23%"
"04.07.2011","1.706,12","1.698,10","1.708,39","1.695,74","","0,47%"
"01.07.2011","1.698,10","1.666,53","1.702,18","1.656,21","","1,89%"
"30.06.2011","1.666,59","1.659,98","1.668,04","1.653,79","","0,40%"
"29.06.2011","1.660,00","1.651,51","1.666,60","1.651,51","","0,51%"
"28.06.2011","1.651,50","1.626,95","1.651,83","1.628,40","","1,51%"
"27.06.2011","1.626,95","1.633,97","1.634,64","1.616,81","","-0,43%"
"24.06.2011","1.633,99","1.607,97","1.642,51","1.615,13","","1,62%"
"23.06.2011","1.607,91","1.639,94","1.638,73","1.601,12","","-1,96%"
"22.06.2011","1.640,13","1.635,40","1.643,77","1.620,32","","0,29%"
"21.06.2011","1.635,38","1.626,18","1.642,05","1.630,05","","0,57%"
"20.06.2011","1.626,14","1.645,82","1.641,85","1.623,21","","-1,20%"
"17.06.2011","1.645,82","1.671,10","1.670,16","1.638,38","","-1,51%"
"16.06.2011","1.671,10","1.678,82","1.673,34","1.652,79","","-0,46%"
"15.06.2011","1.678,82","1.681,66","1.704,54","1.675,65","","-0,17%"
"14.06.2011","1.681,66","1.683,96","1.696,53","1.676,28","","-0,14%"
"10.06.2011","1.683,96","1.692,28","1.699,01","1.678,72","","-0,50%"
"09.06.2011","1.692,34","1.664,82","1.696,58","1.659,56","","1,65%"
"08.06.2011","1.664,83","1.662,62","1.670,17","1.640,70","","0,13%"
"07.06.2011","1.662,71","1.633,49","1.662,71","1.628,83","","1,79%"
"06.06.2011","1.633,49","1.633,02","1.640,28","1.611,91","","0,03%"
"03.06.2011","1.633,02","1.658,36","1.668,98","1.624,87","","-1,53%"
"02.06.2011","1.658,39","1.650,59","1.658,39","1.627,14","","0,47%"
"01.06.2011","1.650,68","1.666,84","1.672,84","1.647,18","","-0,94%"
"31.05.2011","1.666,30","1.644,99","1.675,10","1.645,30","","1,30%"
"30.05.2011","1.644,99","1.638,06","1.647,59","1.636,03","","0,42%"
"27.05.2011","1.638,06","1.606,27","1.641,27","1.606,27","","1,98%"
"26.05.2011","1.606,21","1.614,86","1.625,30","1.598,25","","-0,54%"
"25.05.2011","1.614,86","1.598,81","1.615,23","1.581,06","","1,00%"
"24.05.2011","1.598,82","1.573,39","1.603,25","1.575,01","","1,63%"
"23.05.2011","1.573,14","1.603,97","1.603,97","1.569,61","","-1,92%"
"20.05.2011","1.603,97","1.630,74","1.641,57","1.600,94","","-1,64%"
"19.05.2011","1.630,72","1.627,03","1.647,03","1.616,84","","0,23%"
"18.05.2011","1.627,03","1.608,67","1.633,70","1.608,36","","1,14%"
"17.05.2011","1.608,66","1.623,05","1.631,46","1.603,10","","-0,88%"
"16.05.2011","1.622,98","1.632,12","1.632,12","1.604,95","","-0,57%"
"13.05.2011","1.632,23","1.630,79","1.646,38","1.626,40","","0,09%"
"12.05.2011","1.630,78","1.654,77","1.649,12","1.616,55","","-1,45%"
"11.05.2011","1.654,78","1.678,27","1.693,76","1.652,30","","-1,39%"
"10.05.2011","1.678,13","1.680,91","1.687,72","1.667,21","","-0,17%"
"06.05.2011","1.681,01","1.644,92","1.681,55","1.621,90","","2,19%"
"05.05.2011","1.644,92","1.657,55","1.673,58","1.627,45","","-0,76%"
"04.05.2011","1.657,54","1.691,45","1.698,23","1.650,08","","-2,00%"
"03.05.2011","1.691,45","1.741,82","1.747,21","1.689,65","","-2,89%"
"29.04.2011","1.741,84","1.749,01","1.749,01","1.723,47","","-0,45%"
"28.04.2011","1.749,65","1.745,87","1.766,88","1.731,81","","0,27%"
"27.04.2011","1.744,95","1.766,28","1.775,57","1.738,68","","-1,21%"
"26.04.2011","1.766,28","1.769,94","1.774,52","1.746,41","","-0,21%"
"25.04.2011","1.769,94","1.793,96","1.814,07","1.767,38","","-1,34%"
"22.04.2011","1.793,96","1.780,60","1.797,53","1.780,60","","0,75%"
"21.04.2011","1.780,60","1.783,59","1.799,01","1.770,92","","-0,16%"
"20.04.2011","1.783,38","1.755,63","1.785,49","1.755,63","","1,58%"
"19.04.2011","1.755,63","1.714,08","1.755,63","1.714,08","","2,42%"
"18.04.2011","1.714,07","1.780,36","1.784,40","1.707,69","","-3,72%"
"15.04.2011","1.780,36","1.781,50","1.792,97","1.772,10","","-0,06%"
"14.04.2011","1.781,51","1.809,83","1.806,57","1.765,29","","-1,56%"
"13.04.2011","1.809,83","1.799,94","1.810,42","1.786,71","","0,55%"
"12.04.2011","1.799,94","1.845,78","1.833,48","1.792,34","","-2,48%"
"11.04.2011","1.845,78","1.855,97","1.864,56","1.836,86","","-0,55%"
"08.04.2011","1.855,97","1.844,33","1.860,01","1.844,33","","0,63%"
"07.04.2011","1.844,33","1.859,99","1.859,99","1.839,37","","-0,84%"
"06.04.2011","1.859,99","1.848,21","1.865,25","1.844,89","","0,64%"
"05.04.2011","1.848,21","1.852,06","1.863,33","1.835,91","","-0,21%"
"04.04.2011","1.852,02","1.843,43","1.858,77","1.841,25","","0,47%"
"01.04.2011","1.843,43","1.813,59","1.844,74","1.806,08","","1,65%"
"31.03.2011","1.813,59","1.815,60","1.820,13","1.802,56","","-0,11%"
"30.03.2011","1.815,60","1.788,17","1.817,26","1.788,96","","1,54%"
"29.03.2011","1.788,14","1.810,74","1.813,79","1.781,20","","-1,26%"
"28.03.2011","1.810,90","1.807,53","1.813,20","1.799,84","","0,19%"
"25.03.2011","1.807,46","1.795,40","1.808,61","1.788,19","","0,67%"
"24.03.2011","1.795,40","1.770,58","1.795,60","1.770,58","","1,40%"
"23.03.2011","1.770,56","1.741,25","1.770,66","1.732,61","","1,68%"
"22.03.2011","1.741,34","1.753,18","1.753,18","1.730,35","","-0,68%"
"21.03.2011","1.753,19","1.747,32","1.760,99","1.742,24","","0,34%"
"18.03.2011","1.747,32","1.737,66","1.753,38","1.732,82","","0,56%"
"17.03.2011","1.737,62","1.705,20","1.739,87","1.703,20","","1,90%"
"16.03.2011","1.705,18","1.700,69","1.732,72","1.698,32","","0,27%"
"15.03.2011","1.700,54","1.726,78","1.726,78","1.681,08","","-1,52%"
"14.03.2011","1.726,78","1.719,95","1.747,14","1.706,90","","0,40%"
"11.03.2011","1.719,95","1.731,80","1.739,33","1.712,36","","-0,68%"
"10.03.2011","1.731,80","1.779,14","1.779,14","1.730,45","","-2,67%"
"09.03.2011","1.779,24","1.780,63","1.793,03","1.769,83","","-0,08%"
"05.03.2011","1.780,62","1.764,96","1.781,26","1.763,30","","0,89%"
"04.03.2011","1.764,96","1.772,83","1.783,81","1.758,68","","-0,44%"
"03.03.2011","1.772,83","1.765,38","1.787,67","1.765,38","","0,42%"
"02.03.2011","1.765,38","1.758,44","1.765,84","1.746,13","","0,39%"
"01.03.2011","1.758,44","1.777,84","1.788,53","1.758,44","","-1,09%"
"28.02.2011","1.777,84","1.747,72","1.780,36","1.743,16","","1,72%"
"25.02.2011","1.747,72","1.715,20","1.748,61","1.713,91","","1,90%"
"24.02.2011","1.715,20","1.700,98","1.721,97","1.687,66","","0,84%"
"22.02.2011","1.700,98","1.712,63","1.712,63","1.682,47","","-0,68%"
"21.02.2011","1.712,63","1.690,09","1.717,00","1.683,79","","1,33%"
"18.02.2011","1.690,11","1.692,95","1.700,58","1.680,91","","-0,17%"
"17.02.2011","1.692,91","1.707,14","1.722,14","1.692,37","","-0,83%"
"16.02.2011","1.707,14","1.695,98","1.709,26","1.688,40","","0,66%"
"15.02.2011","1.695,98","1.708,45","1.720,78","1.693,17","","-0,73%"
"14.02.2011","1.708,43","1.714,09","1.732,41","1.703,72","","-0,32%"
"11.02.2011","1.713,93","1.676,77","1.715,40","1.674,06","","2,22%"
"10.02.2011","1.676,77","1.723,32","1.723,32","1.676,02","","-2,70%"
"09.02.2011","1.723,32","1.729,53","1.738,22","1.713,43","","-0,36%"
"08.02.2011","1.729,53","1.767,31","1.770,11","1.729,11","","-2,14%"
"07.02.2011","1.767,31","1.766,53","1.773,00","1.745,29","","0,04%"
"04.02.2011","1.766,53","1.749,78","1.770,05","1.749,78","","0,96%"
"03.02.2011","1.749,78","1.765,43","1.775,45","1.746,78","","-0,89%"
"02.02.2011","1.765,42","1.755,95","1.779,01","1.755,95","","0,54%"
"01.02.2011","1.755,95","1.723,45","1.757,48","1.723,45","","1,89%"
"31.01.2011","1.723,42","1.734,93","1.734,93","1.705,46","","-0,67%"
"28.01.2011","1.735,01","1.751,47","1.751,47","1.730,69","","-0,94%"
"27.01.2011","1.751,54","1.746,55","1.758,13","1.738,26","","0,29%"
"26.01.2011","1.746,55","1.716,24","1.746,63","1.716,24","","1,77%"
"25.01.2011","1.716,24","1.720,70","1.730,90","1.709,68","","-0,26%"
"24.01.2011","1.720,70","1.747,39","1.750,44","1.705,18","","-1,53%"
"21.01.2011","1.747,39","1.733,89","1.752,39","1.723,85","","0,78%"
"20.01.2011","1.733,89","1.764,31","1.764,31","1.732,89","","-1,73%"
"19.01.2011","1.764,44","1.765,30","1.778,27","1.760,23","","-0,05%"
"18.01.2011","1.765,30","1.771,69","1.788,74","1.754,86","","-0,36%"
"17.01.2011","1.771,66","1.745,15","1.773,98","1.745,15","","1,54%"
"14.01.2011","1.744,74","1.749,75","1.757,56","1.731,86","","-0,29%"
"13.01.2011","1.749,75","1.759,46","1.768,21","1.743,72","","-0,55%"
"12.01.2011","1.759,46","1.714,04","1.760,09","1.714,04","","2,65%"
"11.01.2011","1.713,97","1.688,00","1.714,19","1.687,36","","1,54%"
"31.12.2010","1.687,99","1.687,99","1.687,99","1.677,68","","0,00%"
"30.12.2010","1.687,99","1.677,68","1.687,99","1.673,66","","0,61%"
"29.12.2010","1.677,68","1.664,86","1.678,49","1.664,86","","0,77%"
"28.12.2010","1.664,86","1.663,55","1.671,08","1.660,57","","0,08%"
"27.12.2010","1.663,55","1.675,81","1.675,81","1.662,81","","-0,73%"
"24.12.2010","1.675,81","1.684,52","1.685,85","1.673,23","","-0,52%"
"23.12.2010","1.684,52","1.682,74","1.686,28","1.676,94","","0,11%"
"22.12.2010","1.682,61","1.673,84","1.686,50","1.673,84","","0,52%"
"21.12.2010","1.673,83","1.663,29","1.675,83","1.664,82","","0,64%"
"20.12.2010","1.663,11","1.666,84","1.668,90","1.657,93","","-0,22%"
"17.12.2010","1.666,84","1.660,22","1.674,11","1.660,22","","0,40%"
"16.12.2010","1.660,20","1.670,26","1.670,78","1.657,78","","-0,60%"
"15.12.2010","1.670,26","1.666,12","1.680,82","1.653,85","","0,24%"
"14.12.2010","1.666,28","1.662,51","1.666,96","1.648,90","","0,23%"
"13.12.2010","1.662,45","1.656,51","1.673,13","1.656,51","","0,37%"
"10.12.2010","1.656,34","1.660,62","1.663,51","1.646,51","","-0,26%"
"09.12.2010","1.660,62","1.650,36","1.667,66","1.650,36","","0,64%"
"08.12.2010","1.650,08","1.676,41","1.687,16","1.649,34","","-1,57%"
"07.12.2010","1.676,41","1.672,99","1.701,70","1.671,45","","0,23%"
"06.12.2010","1.672,57","1.649,56","1.672,87","1.649,41","","1,39%"
"03.12.2010","1.649,56","1.632,32","1.658,53","1.629,09","","1,05%"
"02.12.2010","1.632,37","1.601,78","1.633,56","1.601,78","","1,91%"
"01.12.2010","1.601,76","1.565,60","1.604,30","1.565,60","","2,31%"
"30.11.2010","1.565,52","1.554,67","1.570,61","1.549,59","","0,70%"
"29.11.2010","1.554,65","1.566,47","1.578,45","1.549,41","","-0,75%"
"26.11.2010","1.566,41","1.571,31","1.576,55","1.555,15","","-0,31%"
"25.11.2010","1.571,31","1.561,97","1.574,40","1.558,97","","0,60%"
"24.11.2010","1.561,97","1.537,67","1.564,15","1.528,30","","1,63%"
"23.11.2010","1.536,87","1.550,42","1.550,42","1.531,65","","-0,87%"
"22.11.2010","1.550,42","1.556,80","1.573,32","1.549,15","","-0,41%"
"19.11.2010","1.556,80","1.552,21","1.557,49","1.542,15","","0,30%"
"18.11.2010","1.552,21","1.533,92","1.552,39","1.533,92","","1,19%"
"17.11.2010","1.533,92","1.526,64","1.535,26","1.515,13","","0,48%"
"16.11.2010","1.526,64","1.556,18","1.556,18","1.524,57","","-1,90%"
"15.11.2010","1.556,18","1.541,10","1.560,69","1.535,82","","0,98%"
"13.11.2010","1.541,10","1.548,96","1.548,96","1.533,69","","-0,51%"
"12.11.2010","1.548,96","1.556,37","1.556,37","1.536,98","","-0,48%"
"11.11.2010","1.556,43","1.574,68","1.584,69","1.556,07","","-1,16%"
"10.11.2010","1.574,63","1.594,70","1.594,70","1.570,29","","-1,26%"
"09.11.2010","1.594,72","1.568,26","1.597,51","1.566,63","","1,69%"
"08.11.2010","1.568,26","1.540,11","1.577,90","1.540,11","","1,83%"
"03.11.2010","1.540,11","1.537,29","1.547,03","1.535,32","","0,18%"
"02.11.2010","1.537,27","1.533,70","1.540,34","1.530,77","","0,23%"
"01.11.2010","1.533,70","1.523,40","1.542,23","1.523,40","","0,68%"
"29.10.2010","1.523,39","1.506,50","1.524,90","1.502,25","","1,11%"
"28.10.2010","1.506,60","1.507,05","1.519,75","1.504,63","","-0,03%"
"27.10.2010","1.507,05","1.524,83","1.525,24","1.507,00","","-1,17%"
"26.10.2010","1.524,83","1.528,12","1.532,16","1.516,24","","-0,22%"
"25.10.2010","1.528,24","1.519,35","1.538,43","1.519,35","","0,59%"
"22.10.2010","1.519,30","1.528,00","1.531,02","1.512,93","","-0,58%"
"21.10.2010","1.528,11","1.493,49","1.528,78","1.489,37","","2,32%"
"20.10.2010","1.493,49","1.490,49","1.494,38","1.474,45","","0,20%"
"19.10.2010","1.490,49","1.500,65","1.513,48","1.488,58","","-0,68%"
"18.10.2010","1.500,65","1.491,46","1.502,47","1.479,44","","0,61%"
"15.10.2010","1.491,48","1.489,04","1.500,65","1.484,25","","0,16%"
"14.10.2010","1.489,06","1.493,21","1.500,42","1.483,27","","-0,28%"
"13.10.2010","1.493,21","1.477,80","1.497,75","1.477,80","","1,04%"
"12.10.2010","1.477,78","1.482,07","1.482,07","1.466,73","","-0,29%"
"11.10.2010","1.482,11","1.464,67","1.482,28","1.464,67","","1,19%"
"08.10.2010","1.464,67","1.468,25","1.468,25","1.453,38","","-0,25%"
"07.10.2010","1.468,31","1.475,19","1.480,16","1.465,85","","-0,46%"
"06.10.2010","1.475,12","1.474,15","1.485,64","1.465,70","","0,07%"
"05.10.2010","1.474,03","1.465,09","1.474,43","1.456,01","","0,61%"
"04.10.2010","1.465,09","1.455,63","1.470,78","1.455,12","","0,65%"
"01.10.2010","1.455,63","1.440,30","1.462,26","1.436,32","","1,06%"
"30.09.2010","1.440,30","1.419,18","1.441,22","1.417,94","","1,49%"
"29.09.2010","1.419,18","1.410,11","1.423,77","1.410,11","","0,64%"
"28.09.2010","1.410,11","1.418,67","1.419,39","1.405,45","","-0,60%"
"27.09.2010","1.418,67","1.436,07","1.444,70","1.417,97","","-1,21%"
"24.09.2010","1.436,06","1.430,12","1.436,55","1.418,87","","0,42%"
"23.09.2010","1.430,12","1.431,21","1.440,29","1.420,12","","-0,08%"
"22.09.2010","1.431,21","1.433,90","1.438,95","1.417,57","","-0,19%"
"21.09.2010","1.433,90","1.426,84","1.442,53","1.426,77","","0,49%"
"20.09.2010","1.426,84","1.417,72","1.427,09","1.412,86","","0,65%"
"17.09.2010","1.417,65","1.431,09","1.442,52","1.417,05","","-0,94%"
"16.09.2010","1.431,09","1.436,02","1.439,77","1.427,70","","-0,37%"
"15.09.2010","1.436,38","1.433,22","1.436,58","1.420,92","","0,22%"
"14.09.2010","1.433,22","1.441,58","1.443,32","1.428,01","","-0,58%"
"13.09.2010","1.441,58","1.433,89","1.452,18","1.433,89","","0,54%"
"10.09.2010","1.433,82","1.437,45","1.441,77","1.427,43","","-0,25%"
"09.09.2010","1.437,47","1.422,09","1.445,55","1.416,62","","1,08%"
"08.09.2010","1.422,08","1.398,38","1.423,21","1.394,13","","1,67%"
"07.09.2010","1.398,70","1.408,60","1.408,60","1.390,03","","-0,71%"
"06.09.2010","1.408,64","1.410,17","1.418,44","1.407,23","","-0,11%"
"03.09.2010","1.410,16","1.401,83","1.419,17","1.395,89","","0,60%"
"02.09.2010","1.401,81","1.394,56","1.407,52","1.392,42","","0,52%"
"01.09.2010","1.394,57","1.368,93","1.396,19","1.364,59","","1,88%"
"31.08.2010","1.368,90","1.370,77","1.370,77","1.351,37","","-0,14%"
"30.08.2010","1.370,77","1.366,50","1.379,58","1.366,50","","0,31%"
"27.08.2010","1.366,50","1.356,25","1.367,33","1.344,61","","0,74%"
"26.08.2010","1.356,43","1.334,80","1.357,26","1.334,80","","1,63%"
"25.08.2010","1.334,66","1.339,82","1.352,69","1.328,18","","-0,39%"
"24.08.2010","1.339,82","1.366,68","1.366,68","1.337,47","","-1,97%"
"23.08.2010","1.366,76","1.366,32","1.373,99","1.356,41","","0,03%"
"20.08.2010","1.366,32","1.375,11","1.379,35","1.357,97","","-0,64%"
"19.08.2010","1.375,11","1.386,79","1.400,89","1.374,48","","-0,84%"
"18.08.2010","1.386,80","1.391,47","1.391,47","1.380,22","","-0,34%"
"17.08.2010","1.391,47","1.373,22","1.394,65","1.373,22","","1,33%"
"16.08.2010","1.373,22","1.371,46","1.378,76","1.356,31","","0,13%"
"13.08.2010","1.371,46","1.375,54","1.386,52","1.366,02","","-0,30%"
"12.08.2010","1.375,54","1.376,88","1.387,94","1.364,50","","-0,10%"
"11.08.2010","1.376,88","1.397,65","1.397,65","1.372,31","","-1,49%"
"10.08.2010","1.397,66","1.419,20","1.419,20","1.388,95","","-1,52%"
"09.08.2010","1.419,20","1.403,09","1.427,88","1.403,09","","1,15%"
"06.08.2010","1.403,08","1.414,65","1.423,39","1.397,36","","-0,82%"
"05.08.2010","1.414,65","1.418,18","1.429,22","1.407,15","","-0,24%"
"04.08.2010","1.418,05","1.412,25","1.429,03","1.400,70","","0,41%"
"03.08.2010","1.412,25","1.429,36","1.433,57","1.406,04","","-1,20%"
"02.08.2010","1.429,36","1.397,15","1.431,53","1.397,15","","2,31%"
"30.07.2010","1.397,12","1.418,30","1.418,30","1.382,78","","-1,50%"
"29.07.2010","1.418,35","1.394,89","1.425,01","1.394,89","","1,68%"
"28.07.2010","1.394,89","1.401,56","1.411,35","1.388,83","","-0,48%"
"27.07.2010","1.401,56","1.396,92","1.413,99","1.391,77","","0,33%"
"26.07.2010","1.396,92","1.380,88","1.399,46","1.380,88","","1,16%"
"23.07.2010","1.380,86","1.381,35","1.389,12","1.373,92","","-0,04%"
"22.07.2010","1.381,36","1.354,83","1.381,44","1.344,17","","1,96%"
"21.07.2010","1.354,83","1.328,85","1.360,04","1.328,85","","1,97%"
"20.07.2010","1.328,71","1.336,63","1.349,62","1.319,79","","-0,59%"
"19.07.2010","1.336,55","1.327,55","1.346,65","1.322,43","","0,68%"
"16.07.2010","1.327,55","1.340,22","1.353,70","1.325,26","","-0,94%"
"15.07.2010","1.340,20","1.358,59","1.375,57","1.339,90","","-1,35%"
"14.07.2010","1.358,60","1.367,91","1.379,50","1.353,99","","-0,68%"
"13.07.2010","1.367,91","1.344,57","1.373,23","1.337,14","","1,74%"
"12.07.2010","1.344,57","1.324,17","1.351,21","1.319,95","","1,54%"
"09.07.2010","1.324,17","1.320,68","1.332,29","1.308,56","","0,27%"
"08.07.2010","1.320,64","1.327,77","1.346,60","1.319,60","","-0,54%"
"07.07.2010","1.327,77","1.327,63","1.329,13","1.294,44","","0,01%"
"06.07.2010","1.327,63","1.292,20","1.328,12","1.292,20","","2,74%"
"05.07.2010","1.292,19","1.288,05","1.297,47","1.281,71","","0,32%"
"02.07.2010","1.288,05","1.255,18","1.288,76","1.255,18","","2,66%"
"01.07.2010","1.254,65","1.309,31","1.309,31","1.253,52","","-4,17%"
"30.06.2010","1.309,31","1.323,29","1.329,15","1.301,39","","-1,06%"
"29.06.2010","1.323,29","1.363,40","1.363,40","1.315,91","","-2,94%"
"28.06.2010","1.363,40","1.347,58","1.370,20","1.347,58","","1,17%"
"25.06.2010","1.347,58","1.363,15","1.366,75","1.346,13","","-1,14%"
"24.06.2010","1.363,15","1.377,97","1.388,92","1.360,21","","-1,08%"
"23.06.2010","1.377,97","1.388,24","1.394,66","1.371,09","","-0,73%"
"22.06.2010","1.388,11","1.405,12","1.405,12","1.380,17","","-1,29%"
