date,gold,silver,platinum,palladium
2025-03-11,8329.49,92.34,2745.09,2676.89
2025-03-12,8099.63,90.47,2691.34,2657.94
2025-03-13,8123.3,90.65,2737.57,2648.45
2025-03-14,8145.17,91.98,2743.09,2656.76
2025-03-15,8181.96,91.2,2701.6,2599.81
2025-03-18,8071.99,91.87,2691.52,2631.89
2025-03-19,7851.85,88.49,2617.72,2552.21
2025-03-20,8059.66,90.79,2666.31,2573.08
2025-03-21,8214.88,92.04,2694.38,2612.98
2025-03-22,8267.53,90.64,2691.3,2577.01
2025-03-25,8126.74,89.47,2631.88,2580.65
2025-03-26,8141.58,89.56,2633.78,2585.06
2025-03-27,8190.12,90.52,2663.98,2612.54
2025-03-28,8121.75,90.99,2630.66,2598.31
2025-03-29,8223.39,91.77,2625.84,2628.53
2025-04-01,8443.12,94.54,2713.03,2691.04
2025-04-02,8500.03,92.92,2709.55,2690.45
2025-04-03,8518.69,92.34,2688.51,2699.39
2025-04-04,8463.8,91.89,2658.71,2669.57
2025-04-05,8448.74,87.99,2603.91,2560.55
2025-04-08,8464.15,86.84,2593.7,2554.9
2025-04-09,8283.73,83.32,2527.91,2511.43
2025-04-10,8346.42,83.91,2554.8,2538.19
2025-04-11,8406.33,82.49,2514.66,2462.72
2025-04-12,8488.99,83.52,2517.14,2476.62
2025-04-15,8596.43,83.21,2498.7,2458.78
2025-04-16,8478.36,85.4,2513.71,2511.07
2025-04-17,8549.01,85.79,2549.09,2559.71
2025-04-18,8762.49,86.9,2544.71,2555.26
2025-04-19,8623.17,84.28,2501.66,2480.79
2025-04-22,8583.06,83.89,2490.03,2469.26
2025-04-23,8657.7,84.62,2511.68,2490.73
2025-04-24,9092.22,86.35,2550.07,2481.23
2025-04-25,8692.1,87.8,2583.96,2506.71
2025-04-26,8808.67,88.74,2598.95,2516.57
2025-04-29,8697.74,88.47,2574.32,2502.66
2025-04-30,8643.77,86.56,2596.04,2504.26
2025-05-01,8659.46,87.05,2586.01,2478.58
2025-05-06,8558.36,85.24,2557.21,2512.44
2025-05-07,8459.18,84.25,2527.58,2483.32
2025-05-08,8816.91,85.86,2555.55,2498.36
2025-05-13,8645.88,84.56,2566.81,2546.0
2025-05-14,8378.85,82.92,2545.72,2491.33
2025-05-15,8325.69,85.06,2553.46,2450.29
2025-05-16,8242.04,84.91,2553.73,2476.27
2025-05-17,8286.45,83.32,2573.41,2524.07
2025-05-20,8229.07,83.08,2549.16,2492.29
2025-05-21,8340.07,83.96,2561.29,2478.67
2025-05-22,8362.99,83.33,2628.22,2553.86
2025-05-23,8458.85,85.01,2727.63,2614.83
2025-05-24,8416.1,83.87,2778.03,2621.7
2025-05-27,8560.82,84.76,2776.22,2540.6
2025-05-28,8556.39,84.72,2774.78,2539.29
2025-05-29,8437.3,84.2,2776.86,2523.49
2025-05-30,8330.47,84.0,2745.82,2455.59
2025-05-31,8372.41,84.35,2750.03,2466.93
2025-06-03,8338.21,84.16,2724.67,2452.45
2025-06-04,8545.92,84.28,2656.93,2504.82
2025-06-05,8416.62,86.44,2670.3,2536.53
2025-06-06,8559.53,87.39,2744.97,2544.0
2025-06-07,8589.65,91.11,2886.46,2581.02
2025-06-10,8499.6,92.09,2969.86,2621.21
2025-06-11,8388.06,91.61,3027.41,2701.42
2025-06-12,8477.75,93.37,3093.72,2697.48
2025-06-17,8670.99,91.06,3134.87,2662.87
2025-06-18,8598.29,92.05,3203.86,2662.29
2025-06-19,8575.56,93.8,3206.55,2644.71
2025-06-20,8557.82,93.75,3290.4,2667.14
2025-06-21,8502.71,91.64,3220.47,2627.36
2025-06-24,8478.4,90.94,3181.68,2630.43
2025-06-25,8519.9,91.06,3263.75,2694.17
2025-06-26,8302.67,90.67,3278.33,2692.55
2025-06-27,8343.95,89.93,3289.05,2637.78
2025-06-28,8372.48,92.31,3511.76,2747.35
2025-07-01,8260.33,90.84,3365.48,2825.19
2025-07-02,8288.31,90.7,3403.62,2859.04
2025-07-03,8468.89,92.31,3436.62,2844.88
2025-07-04,8449.11,91.96,3503.05,2854.62
2025-07-05,8445.72,93.48,3492.7,2843.84
2025-07-08,8432.56,93.35,3502.71,2859.87
2025-07-09,8332.02,91.09,3402.82,2772.02
2025-07-10,8330.99,92.43,3450.77,2802.34
2025-07-11,8265.67,91.64,3406.3,2755.1
2025-07-12,8295.0,92.18,3398.03,2859.65
2025-07-15,8446.36,94.49,3449.5,2963.19
2025-07-16,8399.39,97.74,3461.36,2980.13
2025-07-17,8384.23,95.9,3481.42,3055.33
2025-07-18,8355.11,95.21,3511.67,3076.8
2025-07-19,8355.37,95.06,3562.71,3096.91
2025-07-22,8449.09,96.37,3711.95,3266.21
2025-07-23,8501.37,96.58,3650.4,3193.47
2025-07-24,8600.15,97.96,3652.07,3205.65
2025-07-25,8654.99,99.7,3615.59,3197.24
2025-07-26,8608.76,99.81,3585.86,3181.75
2025-07-29,8554.33,99.1,3546.08,3136.72
2025-07-30,8737.17,100.78,3716.65,3291.06
2025-07-31,8725.86,100.26,3675.57,3278.28
2025-08-01,8532.45,97.92,3586.71,3243.28
2025-08-02,8519.72,93.54,3372.92,3143.06
2025-08-05,8573.17,93.47,3335.16,3143.04
2025-08-06,8699.01,95.61,3394.62,3049.76
2025-08-07,8702.24,96.3,3385.19,3044.87
2025-08-08,8606.27,96.41,3374.11,2942.77
2025-08-09,8679.22,98.43,3406.28,2959.98
2025-08-12,8693.69,98.08,3401.5,2919.97
2025-08-13,8618.98,96.95,3394.79,2940.27
2025-08-14,8556.51,96.46,3419.23,2922.72
2025-08-15,8628.04,99.0,3428.75,2877.38
2025-08-16,8602.98,98.58,3480.97,2932.97
2025-08-19,8624.74,97.56,3451.96,2911.54
2025-08-20,8608.26,98.38,3453.74,2903.52
2025-08-21,8587.6,98.05,3469.09,2902.5
2025-08-22,8630.03,95.66,3452.37,2907.94
2025-08-23,8666.78,97.52,3455.49,2881.74
2025-08-26,8649.23,98.59,3473.44,2915.72
2025-08-27,8632.36,98.39,3466.66,2910.03
2025-08-28,8708.24,99.36,3491.47,2821.62
2025-08-29,8715.84,98.65,3456.55,2813.77
2025-08-30,8801.0,100.56,3473.76,2846.16
2025-09-02,8866.95,100.33,3483.01,2828.82
2025-09-03,9004.08,105.14,3656.15,2922.85
2025-09-04,9071.72,105.33,3576.7,2887.87
2025-09-05,9295.12,106.8,3695.88,3005.85
2025-09-06,9298.65,107.41,3631.57,2970.81
2025-09-09,9515.78,107.86,3685.01,2991.43
2025-09-10,9722.08,110.24,3725.42,3037.61
2025-09-11,9964.27,112.61,3767.78,3087.94
2025-09-12,10054.83,113.49,3825.56,3258.2
2025-09-13,9846.5,111.43,3776.32,3214.75
2025-09-16,9751.43,112.87,3736.47,3253.06
2025-09-17,9741.18,112.39,3704.56,3161.26
2025-09-18,9861.06,113.92,3738.52,3159.47
2025-09-19,9843.2,110.34,3660.78,3104.58
2025-09-20,9792.41,112.48,3746.36,3109.43
2025-09-23,9895.12,114.09,3762.85,3109.15
2025-09-24,9967.99,117.2,3786.53,3151.42
2025-09-25,10216.36,119.69,3991.17,3321.47
2025-09-26,10111.26,117.94,3978.27,3295.52
2025-09-27,10028.93,120.81,4045.71,3317.21
2025-09-30,10043.83,119.89,4134.92,3396.92
2025-10-01,10163.81,124.7,4220.26,3338.49
2025-10-02,10022.97,120.99,4116.3,3235.92
2025-10-03,10084.55,123.14,4096.85,3255.6
2025-10-04,10211.21,124.79,4186.54,3325.54
2025-10-07,10369.03,127.03,4274.95,3373.0
2025-10-08,10403.9,127.93,4267.51,3387.67
2025-10-09,10432.22,127.03,4270.95,3521.11
2025-10-10,10574.43,128.27,4352.74,3701.0
2025-10-11,10491.49,129.75,4400.98,3923.3
2025-10-14,10331.87,131.95,4250.25,3782.33
2025-10-15,10529.61,131.72,4228.86,3730.14
2025-10-16,10459.06,130.59,4111.33,3718.45
2025-10-17,10690.64,133.7,4190.21,3915.61
2025-10-18,11096.73,138.05,4358.55,4100.79
2025-10-21,11050.78,141.51,4295.02,4025.6
2025-10-22,11231.36,135.48,4252.61,3881.23
2025-10-23,10946.3,131.12,4100.66,3730.5
2025-10-24,10634.33,124.79,4049.93,3723.32
2025-10-25,10787.37,127.83,4292.82,3808.61
2025-10-28,10422.79,121.9,4078.31,3656.76
2025-10-29,10189.82,121.55,4111.03,3597.79
2025-10-30,10088.68,118.66,4065.11,3559.21
2025-10-31,10370.35,124.69,4151.56,3677.91
2025-11-01,10398.47,125.43,4162.88,3717.69
2025-11-02,10432.09,127.32,4132.27,3809.8
2025-11-06,10313.43,124.67,4032.87,3667.43
2025-11-07,10382.05,124.56,4070.98,3707.32
2025-11-08,10410.61,127.14,4079.11,3669.11
2025-11-11,10403.16,126.83,4047.6,3636.07
2025-11-12,10698.71,130.89,4122.28,3698.54
